Site	Sample depth	Age	Mg/Ca	Mg/Ca adj.	Taxa	Paleodepth	Reference	
ODP1218	205.300	32.921	1.63	1.86	Oridorsalis umbonatus	3904	LearRosenthalOthers04
ODP1218	205.550	32.939	1.68	1.91	Oridorsalis umbonatus	3903	LearRosenthalOthers04
ODP1218	205.800	32.959	1.62	1.85	Oridorsalis umbonatus	3902	LearRosenthalOthers04
ODP1218	206.050	32.977	1.71	1.94	Oridorsalis umbonatus	3901	LearRosenthalOthers04
ODP1218	206.300	32.995	1.57	1.80	Oridorsalis umbonatus	3901	LearRosenthalOthers04
ODP1218	207.420	33.032	2.03	2.26	Oridorsalis umbonatus	3900	LearRosenthalOthers04
ODP1218	207.670	33.047	1.79	2.02	Oridorsalis umbonatus	3899	LearRosenthalOthers04
ODP1218	207.920	33.065	1.50	1.73	Oridorsalis umbonatus	3898	LearRosenthalOthers04
ODP1218	208.170	33.084	1.74	1.97	Oridorsalis umbonatus	3898	LearRosenthalOthers04
ODP1218	208.320	33.095	1.72	1.95	Oridorsalis umbonatus	3897	LearRosenthalOthers04
ODP1218	208.420	33.103	1.67	1.90	Oridorsalis umbonatus	3897	LearRosenthalOthers04
ODP1218	208.650	33.119	1.65	1.88	Oridorsalis umbonatus	3896	LearRosenthalOthers04
ODP1218	208.900	33.138	1.56	1.79	Oridorsalis umbonatus	3895	LearRosenthalOthers04
ODP1218	209.150	33.156	1.76	1.99	Oridorsalis umbonatus	3895	LearRosenthalOthers04
ODP1218	209.400	33.175	1.49	1.72	Oridorsalis umbonatus	3894	LearRosenthalOthers04
ODP1218	209.650	33.193	1.76	1.99	Oridorsalis umbonatus	3893	LearRosenthalOthers04
ODP1218	209.950	33.215	1.41	1.64	Oridorsalis umbonatus	3892	LearRosenthalOthers04
DSDP573	503.880	33.221	1.84	1.97	Oridorsalis umbonatus	3253	LearElderfieldOthers00
ODP1218	210.250	33.237	1.67	1.90	Oridorsalis umbonatus	3891	LearRosenthalOthers04
ODP1218	210.500	33.256	1.49	1.72	Oridorsalis umbonatus	3891	LearRosenthalOthers04
ODP0689	116.800	33.278	2.13	2.00	Cibicidoides spp. Billups	1689	BillupsSchrag03
ODP1218	211.450	33.325	1.55	1.78	Oridorsalis umbonatus	3888	LearRosenthalOthers04
ODP1218	211.700	33.344	1.49	1.72	Oridorsalis umbonatus	3887	LearRosenthalOthers04
ODP1218	212.150	33.393	1.57	1.80	Oridorsalis umbonatus	3885	LearRosenthalOthers04
ODP1218	212.400	33.411	1.54	1.77	Oridorsalis umbonatus	3884	LearRosenthalOthers04
ODP1218	212.650	33.430	1.60	1.83	Oridorsalis umbonatus	3883	LearRosenthalOthers04
ODP1218	213.150	33.467	1.65	1.88	Oridorsalis umbonatus	3882	LearRosenthalOthers04
DSDP573	511.010	33.469	1.80	1.93	Oridorsalis umbonatus	3242	LearElderfieldOthers00
ODP1218	213.400	33.485	1.52	1.75	Oridorsalis umbonatus	3881	LearRosenthalOthers04
ODP1218	214.150	33.540	1.57	1.80	Oridorsalis umbonatus	3879	LearRosenthalOthers04
ODP1218	214.400	33.559	1.57	1.80	Oridorsalis umbonatus	3878	LearRosenthalOthers04
ODP1218	214.650	33.577	1.59	1.82	Oridorsalis umbonatus	3877	LearRosenthalOthers04
ODP1218	214.900	33.596	1.57	1.80	Oridorsalis umbonatus	3877	LearRosenthalOthers04
ODP1218	215.150	33.614	1.50	1.73	Oridorsalis umbonatus	3876	LearRosenthalOthers04
ODP1218	215.400	33.632	1.53	1.76	Oridorsalis umbonatus	3875	LearRosenthalOthers04
ODP1218	215.650	33.651	1.49	1.72	Oridorsalis umbonatus	3874	LearRosenthalOthers04
ODP1218	215.900	33.669	1.55	1.78	Oridorsalis umbonatus	3874	LearRosenthalOthers04
ODP0689	119.720	33.675			Cibicidoides spp. Billups	1682	BillupsSchrag03
ODP1218	216.400	33.706	1.26	1.49	Oridorsalis umbonatus	3872	LearRosenthalOthers04
ODP1218	216.650	33.724	1.49	1.72	Oridorsalis umbonatus	3871	LearRosenthalOthers04
ODP1218	215.280	33.736	1.27	1.50	Oridorsalis umbonatus	3870	LearRosenthalOthers04
ODP1218	216.900	33.748	1.24	1.47	Oridorsalis umbonatus	3870	LearRosenthalOthers04
ODP1218	216.950	33.757	1.39	1.62	Oridorsalis umbonatus	3870	LearRosenthalOthers04
ODP0689	120.360	33.762			Cibicidoides spp. Billups	1681	BillupsSchrag03
ODP1218	217.200	33.795	1.30	1.52	Oridorsalis umbonatus	3868	LearRosenthalOthers04
ODP0689	120.870	33.837			Cibicidoides spp. Billups	1680	BillupsSchrag03
DSDP573	522.450	33.860	1.89	2.02	Oridorsalis umbonatus	3225	LearElderfieldOthers00
ODP1218	214.600	33.861	1.37	1.59	Oridorsalis umbonatus	3863	LearRosenthalOthers04
ODP1218	216.290	33.909	1.22	1.44	Oridorsalis umbonatus	3862	LearRosenthalOthers04
ODP0689	121.390	33.912	1.86	1.75	Cibicidoides spp. Billups	1678	BillupsSchrag03
ODP1218	215.100	33.936	1.27	1.49	Oridorsalis umbonatus	3860	LearRosenthalOthers04
ODP0689	121.910	33.987			Cibicidoides spp. Billups	1677	BillupsSchrag03
DSDP573	526.400	33.989			Oridorsalis umbonatus	3219	LearElderfieldOthers00
ODP0689	122.350	34.053	1.84	1.74	Cibicidoides spp. Billups	1676	BillupsSchrag03
ODP0689	122.860	34.232	1.97	1.85	Cibicidoides spp. Billups	1672	BillupsSchrag03
ODP1218	217.100	34.248	1.18	1.40	Oridorsalis umbonatus	3845	LearRosenthalOthers04
ODP1218	217.590	34.324	1.21	1.43	Oridorsalis umbonatus	3841	LearRosenthalOthers04
ODP1218	217.950	34.380	1.29	1.51	Oridorsalis umbonatus	3839	LearRosenthalOthers04
ODP1218	218.100	34.404	1.33	1.55	Oridorsalis umbonatus	3838	LearRosenthalOthers04
ODP0689	123.360	34.458	1.97	1.85	Cibicidoides spp. Billups	1668	BillupsSchrag03
ODP1218	219.970	34.695	1.38	1.60	Oridorsalis umbonatus	3824	LearRosenthalOthers04
ODP1218	220.000	34.700	1.34	1.56	Oridorsalis umbonatus	3824	LearRosenthalOthers04
ODP0689	124.880	34.915	1.96	1.84	Cibicidoides spp. Billups	1658	BillupsSchrag03
ODP0689	126.100	35.115	1.78	1.68	Cibicidoides spp. Billups	1655	BillupsSchrag03
ODP1218	223.250	35.241	1.15	1.36	Oridorsalis umbonatus	3798	LearRosenthalOthers04
ODP0689	127.570	35.357	1.60	1.52	Cibicidoides spp. Billups	1650	BillupsSchrag03
ODP1218	221.450	35.381	1.26	1.47	Oridorsalis umbonatus	3789	LearRosenthalOthers04
ODP1218	223.750	35.441	1.44	1.65	Oridorsalis umbonatus	3788	LearRosenthalOthers04
ODP1218	221.950	35.469	1.84	2.05	Oridorsalis umbonatus	3785	LearRosenthalOthers04
ODP1218	224.250	35.505	1.65	1.86	Oridorsalis umbonatus	3785	LearRosenthalOthers04
ODP0689	129.190	35.606	1.90	1.79	Cibicidoides spp. Billups	1645	BillupsSchrag03
ODP0689	129.950	35.711	1.76	1.66	Cibicidoides spp. Billups	1644	BillupsSchrag03
ODP0689	131.570	35.928	1.89	1.78	Cibicidoides spp. Billups	1640	BillupsSchrag03
ODP1218	226.820	35.995	1.81	2.02	Oridorsalis umbonatus	3760	LearRosenthalOthers04
ODP1218	227.320	36.076	1.50	1.71	Oridorsalis umbonatus	3756	LearRosenthalOthers04
ODP1218	227.320	36.076	1.69	1.90	Oridorsalis umbonatus	3756	LearRosenthalOthers04
ODP0689	133.090	36.128	1.97	1.85	Cibicidoides spp. Billups	1636	BillupsSchrag03
ODP1218	227.820	36.156	1.47	1.68	Oridorsalis umbonatus	3752	LearRosenthalOthers04
ODP1218	227.820	36.156	1.58	1.79	Oridorsalis umbonatus	3752	LearRosenthalOthers04
ODP1218	228.480	36.262	1.38	1.58	Oridorsalis umbonatus	3747	LearRosenthalOthers04
ODP0689	134.420	36.301	2.06	1.93	Cibicidoides spp. Billups	1633	BillupsSchrag03
ODP1218	228.820	36.312	1.47	1.67	Oridorsalis umbonatus	3744	LearRosenthalOthers04
ODP0689	136.240	36.471	2.13	1.99	Cibicidoides spp. Billups	1630	BillupsSchrag03
ODP0689	137.680	36.607	2.35	2.19	Cibicidoides spp. Billups	1628	BillupsSchrag03
ODP1218	231.970	36.849	1.44	1.64	Oridorsalis umbonatus	3717	LearRosenthalOthers04
ODP0689	141.050	36.920	1.85	1.74	Cibicidoides spp. Billups	1623	BillupsSchrag03
ODP0689	142.480	37.055	2.48	2.31	Cibicidoides spp. Billups	1620	BillupsSchrag03
ODP1209	128.000	37.055	2.11	2.15	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	128.080	37.063	1.84	1.88	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	128.160	37.080	1.76	1.80	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	128.320	37.097	2.14	2.18	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	128.450	37.114	1.92	1.96	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	128.560	37.123	1.98	2.02	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	128.700	37.139	1.78	1.82	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	128.920	37.173	1.93	1.97	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	129.050	37.182	1.98	2.02	Oridorsalis umbonatus	2391	DawberTripati11
ODP0689	144.040	37.199	1.85	1.74	Cibicidoides spp. Billups	1618	BillupsSchrag03
ODP1209	129.170	37.199	2.00	2.04	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	129.280	37.216	1.82	1.86	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	129.430	37.232	1.87	1.91	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	129.580	37.249	1.75	1.79	Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	231.050	37.265	1.36	1.56	Oridorsalis umbonatus	3694	LearRosenthalOthers04
ODP1209	129.700	37.266	1.86	1.90	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	129.820	37.274	1.66	1.70	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	129.880	37.283	1.55	1.59	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	129.730	37.316			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1218	231.550	37.323	1.16	1.36	Oridorsalis umbonatus	3691	LearRosenthalOthers04
ODP1218	231.550	37.323	1.56	1.76	Oridorsalis umbonatus	3691	LearRosenthalOthers04
ODP1209	129.780	37.325			Nuttallides truempyi	2391	DawberTripati11
ODP1209	129.830	37.325			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	129.960	37.342			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.380	37.342	1.53	1.57	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	130.020	37.350	1.29	1.77	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.080	37.358			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.130	37.367			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.180	37.375			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.590	37.375	1.70	1.74	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	130.230	37.383	1.43	1.96	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.280	37.383			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.430	37.400	1.53	2.09	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.810	37.400	1.78	1.82	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	130.480	37.409			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.530	37.417			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	130.580	37.425			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.630	37.425			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.620	37.434	1.98	2.02	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	130.830	37.450			Nuttallides truempyi	2391	DawberTripati11
ODP1209	130.880	37.459			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.980	37.467			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	130.930	37.467			Nuttallides truempyi	2391	DawberTripati11
ODP1209	131.030	37.475			Nuttallides truempyi	2391	DawberTripati11
ODP1209	131.180	37.492			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.130	37.492			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.000	37.492	1.77	1.81	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.230	37.501	1.44	1.97	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.200	37.501	1.70	1.74	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.280	37.509			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.330	37.509	1.28	1.76	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.290	37.509	1.81	1.85	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.330	37.509			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.380	37.517			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.390	37.517	1.95	1.99	Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	232.550	37.520			Oridorsalis umbonatus	3681	LearRosenthalOthers04
ODP1209	131.430	37.526	1.33	1.83	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.430	37.526			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.440	37.526	1.96	2.00	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.480	37.534			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.530	37.534			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.580	37.542			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.630	37.551			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.680	37.559			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.730	37.559			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.780	37.568			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.780	37.568			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.830	37.576	1.44	1.97	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.880	37.576			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.930	37.585			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	131.650	37.585	1.76	1.80	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.980	37.593			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.030	37.602	1.36	1.87	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.080	37.602			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.130	37.610	1.43	1.96	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.180	37.618			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.230	37.618	1.28	1.76	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.280	37.627			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.330	37.635	1.47	2.01	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.050	37.635	1.80	1.84	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	132.380	37.643	1.36	1.87	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.430	37.643	1.34	1.84	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.480	37.652			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.530	37.660	1.37	1.88	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.580	37.668			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.580	37.668			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	132.680	37.677			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.730	37.685	1.13	1.57	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.780	37.702			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.410	37.702	1.95	1.99	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	132.830	37.710	1.33	1.83	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1218	233.550	37.720			Oridorsalis umbonatus	3670	LearRosenthalOthers04
ODP1209	132.880	37.727			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.880	37.727	1.47	2.01	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.930	37.735	1.32	1.81	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.580	37.743	1.78	1.82	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	132.980	37.752			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.030	37.760	1.42	1.94	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.130	37.785	1.29	1.77	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	132.750	37.794	1.51	1.55	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.230	37.810			Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.280	37.819			Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.330	37.835			Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.380	37.844			Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.430	37.860			Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.000	37.860	1.61	1.65	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.480	37.877			Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.250	37.877	2.00	2.04	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.530	37.885			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.530	37.885	1.18	2.31	Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.360	37.902	1.28	2.50	Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.580	37.902			Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.440	37.919	1.49	2.03	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.630	37.919			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.630	37.919			Nuttallides truempyi	2391	DawberTripati11
ODP1209	133.630	37.919			Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	234.550	37.924			Oridorsalis umbonatus	3659	LearRosenthalOthers04
ODP0689	145.450	37.935	1.89	1.78	Cibicidoides spp. Billups	1601	BillupsSchrag03
ODP1209	133.490	37.935	1.55	2.11	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.680	37.935			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.300	37.944	1.72	1.76	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.560	37.952	1.53	2.09	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.730	37.952	1.34	2.61	Nuttallides truempyi	2391	DawberTripati11
ODP0689	145.480	37.953	1.94	1.91	Oridorsalis umbonatus	1600	LearElderfieldOthers00
ODP0689	145.480	37.953	1.57	2.06	Cibicidoides spp. Lear	1600	LearElderfieldOthers00
ODP0689	145.480	37.953	1.39	2.59	Nuttallides truempyi	1600	LearElderfieldOthers00
ODP1209	133.780	37.960	1.39	1.90	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.600	37.960	1.68	1.72	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.650	37.969	2.10	2.14	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.830	37.977	1.50	2.05	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.680	37.977	1.91	1.95	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.720	37.985	1.71	1.75	Oridorsalis umbonatus	2391	DawberTripati11
ODP0689	145.530	37.986	1.83	1.80	Oridorsalis umbonatus	1600	LearElderfieldOthers00
ODP0689	145.530	37.986	1.16	2.15	Nuttallides truempyi	1600	LearElderfieldOthers00
ODP1209	133.880	37.994	1.43	1.96	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.760	37.994	1.88	1.92	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.880	37.994			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	131.940	37.994	1.76	1.80	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	133.790	38.002	1.78	1.82	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.900	38.002	1.87	1.91	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.930	38.010	1.46	2.00	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.860	38.019	1.47	2.01	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.590	38.019	1.92	1.96	Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	236.550	38.021			Oridorsalis umbonatus	3655	LearRosenthalOthers04
ODP1209	133.980	38.027	1.38	1.89	Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.900	38.027	1.75	1.79	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.000	38.027	1.83	1.87	Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	236.580	38.028			Oridorsalis umbonatus	3655	LearRosenthalOthers04
ODP1209	133.930	38.035	1.76	1.80	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.030	38.035	1.93	1.97	Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	235.050	38.039			Oridorsalis umbonatus	3653	LearRosenthalOthers04
ODP1209	134.050	38.044	1.87	1.91	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.080	38.052			Cibicidoides spp. Dawber	2391	DawberTripati11
ODP1209	133.980	38.052	1.89	1.93	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.000	38.052	1.90	1.94	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.080	38.052	1.99	2.03	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.130	38.069	1.06	2.08	Nuttallides truempyi	2391	DawberTripati11
ODP1209	134.060	38.069	1.88	1.92	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.150	38.069	1.62	1.66	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.080	38.077			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.770	38.077	1.78	1.82	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.130	38.086	1.77	1.81	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.180	38.086			Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	237.050	38.090			Oridorsalis umbonatus	3651	LearRosenthalOthers04
ODP1209	134.160	38.094	1.81	1.85	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.180	38.094	1.77	1.81	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.230	38.102	1.64	1.68	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.240	38.111	1.09	2.14	Nuttallides truempyi	2391	DawberTripati11
ODP1209	134.280	38.111	1.55	1.59	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.260	38.119	1.83	1.87	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.290	38.127	1.75	1.79	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.320	38.127	1.83	1.87	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.330	38.127	1.73	1.77	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.340	38.136	1.95	1.99	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.390	38.144			Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.380	38.144	2.02	2.06	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.410	38.153	1.91	1.95	Oridorsalis umbonatus	2391	DawberTripati11
ODP1218	237.550	38.154			Oridorsalis umbonatus	3648	LearRosenthalOthers04
ODP0689	147.000	38.156	1.62	1.59	Oridorsalis umbonatus	1596	LearElderfieldOthers00
ODP0689	147.000	38.156	1.64	2.15	Cibicidoides spp. Lear	1596	LearElderfieldOthers00
ODP1209	134.440	38.161	1.95	1.99	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.430	38.161	2.00	2.04	Oridorsalis umbonatus	2391	DawberTripati11
ODP0689	147.080	38.163	2.51	2.48	Oridorsalis umbonatus	1596	LearElderfieldOthers00
ODP0689	147.130	38.169	2.09	1.96	Cibicidoides spp. Billups	1596	BillupsSchrag03
ODP1209	134.470	38.169	2.16	2.20	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.480	38.169	1.95	1.99	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	132.900	38.169	1.67	1.71	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	134.500	38.178	2.07	2.11	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.550	38.186	2.02	2.06	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.530	38.186	2.02	2.06	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.570	38.194	1.99	2.03	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.600	38.194	1.97	2.01	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.580	38.203	2.09	2.13	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.650	38.211	2.01	2.05	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.670	38.211	1.90	1.94	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.700	38.220	1.79	1.83	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.630	38.220	1.95	1.99	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.750	38.236	1.92	1.96	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.780	38.236	1.97	2.01	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.680	38.236	1.72	1.76	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.800	38.245	2.16	2.20	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.730	38.245	1.94	1.98	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.860	38.261	2.06	2.10	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.780	38.261	1.85	1.89	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.910	38.270			Nuttallides truempyi	2391	DawberTripati11
ODP1209	134.890	38.270	1.92	1.96	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.830	38.278	1.00	1.97	Nuttallides truempyi	2390	DawberTripati11
ODP1209	134.940	38.278	2.17	2.21	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	133.490	38.278	1.66	1.70	Oridorsalis umbonatus	2390	DawberTripati11
ODP1218	238.550	38.284			Oridorsalis umbonatus	3641	LearRosenthalOthers04
ODP1209	134.960	38.287			Nuttallides truempyi	2391	DawberTripati11
ODP1209	135.010	38.295	1.11	2.18	Nuttallides truempyi	2391	DawberTripati11
ODP1209	134.880	38.295	1.59	1.63	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.070	38.312	1.11	2.18	Nuttallides truempyi	2391	DawberTripati11
ODP1209	134.930	38.312	2.31	2.35	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.100	38.320	1.92	1.96	Oridorsalis umbonatus	2391	DawberTripati11
ODP1209	134.980	38.320	1.97	2.01	Oridorsalis umbonatus	2390	DawberTripati11
ODP1209	135.130	38.328	2.01	2.05	Oridorsalis umbonatus	2390	DawberTripati11
