Site	Sample depth	Age	Mg/Ca	Mg/Ca adj.	Taxa	Paleodepth	Reference	
ODP0926	34.930	0.960	1.48	1.66	Oridorsalis umbonatus	3612	LearRosenthalWright03
ODP0926	34.930	0.960	1.19	1.68	Cibicidoides wuellerstorfi	3612	LearRosenthalWright03
DSDP607	38.900	0.963	1.36	1.87	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	39.100	0.967	1.31	1.80	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	39.200	0.970	1.41	1.94	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	39.400	0.975	1.39	1.91	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
ODP1088	12.590	0.978	1.59	1.99	Cibicidoides wuellerstorfi	2087	BillupsScheiderich10
DSDP607	39.500	0.978	1.37	1.89	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	39.700	0.982	1.36	1.87	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	39.800	0.985	1.42	1.96	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	40.000	0.988	1.24	1.70	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	40.100	0.991	1.20	1.65	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	40.300	0.994	1.57	2.17	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	40.600	1.000	1.50	2.07	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	40.700	1.004	1.32	1.82	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	40.900	1.008	1.30	1.79	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	41.000	1.011	1.31	1.80	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	41.200	1.015	1.40	1.93	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	41.300	1.018	1.40	1.93	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	41.800	1.027	1.56	2.15	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	41.900	1.030	1.65	2.28	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
ODP0806	23.870	1.030	1.23	1.54	Cibicidoides wuellerstorfi	2536	LearRosenthalWright03
ODP0806	23.870	1.030	1.42	1.47	Oridorsalis umbonatus	2536	LearRosenthalWright03
DSDP607	42.100	1.033	1.39	1.91	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
ODP1088	13.340	1.033	1.56	1.95	Cibicidoides wuellerstorfi	2087	BillupsScheiderich10
DSDP607	42.200	1.036	1.47	2.03	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	42.400	1.039	1.76	2.43	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	42.500	1.042	1.47	2.03	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	42.700	1.045	1.49	2.05	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	42.800	1.048	1.28	1.76	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	43.100	1.054	1.31	1.80	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	43.300	1.057	1.43	1.97	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	43.400	1.059	1.31	1.80	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	43.700	1.067	1.59	2.19	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	43.800	1.070	1.71	2.36	Cibicidoides wuellerstorfi	3417	SosdianRosenthal09
DSDP607	44.000	1.076	1.75	2.42	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
ODP0747		1.077	1.28	1.51	Cibicidoides wuellerstorfi	1697	BillupsSchrag02
DSDP607	44.200	1.079	1.58	2.18	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
ODP0926	37.760	1.079	1.20	1.69	Cibicidoides wuellerstorfi	3613	LearRosenthalWright03
ODP0926	37.760	1.079	1.10	1.54	Cibicidoides wuellerstorfi	3613	LearRosenthalWright03
ODP0926	37.760	1.079	1.45	1.63	Oridorsalis umbonatus	3613	LearRosenthalWright03
ODP0926	37.760	1.079	1.21	1.39	Oridorsalis umbonatus	3613	LearRosenthalWright03
DSDP607	44.300	1.083	1.64	2.26	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
ODP1088	14.090	1.088	2.21	2.86	Cibicidoides wuellerstorfi	2087	BillupsScheiderich10
DSDP607	44.600	1.091	1.64	2.26	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
DSDP607	44.800	1.095	1.34	1.84	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
DSDP607	44.900	1.099	1.54	2.12	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
DSDP607	45.100	1.105	1.27	1.74	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
DSDP607	45.200	1.107	1.36	1.87	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
DSDP607	45.400	1.110	1.48	2.04	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
DSDP607	45.500	1.113	1.58	2.18	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
DSDP607	45.700	1.117	1.59	2.19	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
DSDP607	45.800	1.120	1.38	1.90	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
ODP0806	25.930	1.122	1.24	1.55	Cibicidoides wuellerstorfi	2537	LearRosenthalWright03
ODP0806	25.930	1.122	1.37	1.42	Oridorsalis umbonatus	2537	LearRosenthalWright03
DSDP607	46.000	1.125	1.48	2.04	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
DSDP607	46.100	1.130	1.34	1.84	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
DSDP607	46.300	1.135	1.40	1.93	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
DSDP607	46.400	1.138	1.34	1.84	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
DSDP607	46.600	1.144	1.18	1.62	Cibicidoides wuellerstorfi	3416	SosdianRosenthal09
DSDP607	46.700	1.148	1.38	1.90	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	46.900	1.153	1.40	1.93	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
ODP1088	15.000	1.155			Cibicidoides wuellerstorfi	2088	BillupsScheiderich10
DSDP607	47.000	1.157	1.87	2.58	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
ODP0926	40.010	1.174	1.33	1.87	Cibicidoides wuellerstorfi	3614	LearRosenthalWright03
ODP0926	40.010	1.174	1.25	1.43	Oridorsalis umbonatus	3614	LearRosenthalWright03
ODP0926	40.010	1.174	1.03	1.46	Cibicidoides wuellerstorfi	3614	LearRosenthalWright03
DSDP607	47.800	1.174	1.86	2.57	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	48.000	1.179	1.68	2.32	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	48.200	1.183	1.73	2.39	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	48.400	1.185	1.52	2.09	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	48.500	1.189	1.60	2.21	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	49.000	1.198	1.26	1.73	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
ODP0926	40.760	1.205	1.23	1.42	Oridorsalis umbonatus	3614	LearRosenthalWright03
ODP0926	40.760	1.205	1.04	1.46	Cibicidoides wuellerstorfi	3614	LearRosenthalWright03
ODP1088	15.340	1.207	2.00	2.56	Cibicidoides wuellerstorfi	2088	BillupsScheiderich10
DSDP607	49.400	1.208	1.30	1.79	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	49.700	1.217	1.60	2.21	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
ODP0806	28.190	1.220	1.23	1.54	Cibicidoides wuellerstorfi	2538	LearRosenthalWright03
ODP0806	28.190	1.220	1.33	1.38	Oridorsalis umbonatus	2538	LearRosenthalWright03
ODP0747		1.226	1.12	1.29	Cibicidoides wuellerstorfi	1698	BillupsSchrag02
DSDP607	50.000	1.227	1.50	2.07	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	50.200	1.231	1.60	2.21	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	50.300	1.236	1.76	2.43	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	50.500	1.239	1.55	2.14	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	50.600	1.242	1.54	2.12	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	50.800	1.245	1.39	1.91	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	50.900	1.248	1.18	1.62	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	51.200	1.252	1.44	1.98	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	51.400	1.254	1.48	2.04	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	51.500	1.256	1.52	2.09	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	51.700	1.258	1.43	1.97	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
ODP0757	7.900	1.258	2.11	2.35	Cibicidoides wuellerstorfi/Cibicidoides mundulus	1635	BillupsSchrag03
DSDP607	51.800	1.260	1.39	1.91	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	52.300	1.266	1.49	2.05	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	52.500	1.268	1.49	2.05	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	52.600	1.270	1.40	1.93	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	52.900	1.275	1.56	2.15	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	53.200	1.280	1.65	2.28	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
DSDP607	53.400	1.284	1.58	2.18	Cibicidoides wuellerstorfi	3415	SosdianRosenthal09
ODP0926	43.010	1.300	1.23	1.72	Cibicidoides wuellerstorfi	3614	LearRosenthalWright03
ODP0926	43.010	1.300	1.33	1.52	Oridorsalis umbonatus	3614	LearRosenthalWright03
DSDP607	53.800	1.301	1.43	1.97	Cibicidoides wuellerstorfi	3414	SosdianRosenthal09
DSDP607	54.600	1.335	1.28	1.76	Cibicidoides wuellerstorfi	3414	SosdianRosenthal09
ODP1088	16.090	1.337	1.53	1.91	Cibicidoides wuellerstorfi	2088	BillupsScheiderich10
DSDP607	54.900	1.345	1.43	1.97	Cibicidoides wuellerstorfi	3414	SosdianRosenthal09
DSDP607	55.100	1.349	1.49	2.05	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	55.200	1.352	1.59	2.19	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
ODP0806	31.230	1.352	1.16	1.44	Cibicidoides wuellerstorfi	2540	LearRosenthalWright03
ODP0806	31.230	1.352	1.49	1.54	Oridorsalis umbonatus	2540	LearRosenthalWright03
DSDP607	55.300	1.355	1.46	2.01	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	55.500	1.359	1.54	2.12	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	55.600	1.362	1.87	2.58	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	55.800	1.365	1.64	2.26	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	55.900	1.368	1.49	2.05	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	56.100	1.370	1.32	1.81	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	56.200	1.373	1.36	1.87	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	56.400	1.376	1.34	1.84	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	56.500	1.380	1.48	2.04	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	56.700	1.383	1.42	1.95	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP573	20.710	1.383	0.80	1.29	Cibicidoides wuellerstorfi	4279	LearElderfieldOthers00
DSDP607	56.800	1.387	1.43	1.97	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	57.000	1.391	1.64	2.26	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
ODP0926	45.260	1.395	1.18	1.36	Oridorsalis umbonatus	3615	LearRosenthalWright03
ODP0926	45.260	1.395	1.11	1.56	Cibicidoides wuellerstorfi	3615	LearRosenthalWright03
DSDP607	57.100	1.396	1.64	2.26	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	57.600	1.409	1.19	1.63	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	57.700	1.413	1.32	1.81	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	57.900	1.418	1.34	1.84	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	58.000	1.421	1.46	2.01	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
DSDP607	58.200	1.427	1.45	2.00	Cibicidoides wuellerstorfi	3413	SosdianRosenthal09
ODP0747		1.430	0.62	0.59	Cibicidoides wuellerstorfi	1698	BillupsSchrag02
DSDP607	58.300	1.432	1.52	2.09	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	58.500	1.438	1.74	2.40	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	58.600	1.444	1.63	2.25	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
ODP0806	33.370	1.445	1.26	1.58	Cibicidoides wuellerstorfi	2541	LearRosenthalWright03
ODP0806	33.370	1.445	1.53	1.58	Oridorsalis umbonatus	2541	LearRosenthalWright03
DSDP607	58.800	1.448	1.71	2.36	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	58.900	1.452	1.67	2.30	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	59.200	1.458	1.44	1.98	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	59.500	1.464	1.29	1.77	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
ODP1088	16.840	1.464			Cibicidoides wuellerstorfi	2088	BillupsScheiderich10
DSDP607	59.700	1.467	1.35	1.86	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	60.000	1.473	1.58	2.18	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	60.100	1.476	1.76	2.43	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	60.300	1.480	1.72	2.37	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	60.400	1.483	1.81	2.50	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	60.600	1.487	1.70	2.35	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	60.900	1.495	1.52	2.09	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	61.000	1.499	1.62	2.23	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	61.200	1.502	1.44	1.98	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	61.300	1.505	1.28	1.76	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
ODP0926	47.920	1.507	1.15	1.61	Cibicidoides wuellerstorfi	3616	LearRosenthalWright03
ODP0926	47.920	1.507	1.36	1.54	Oridorsalis umbonatus	3616	LearRosenthalWright03
DSDP607	61.500	1.509	1.57	2.16	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	61.600	1.513	1.73	2.39	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	61.800	1.517	1.79	2.47	Cibicidoides wuellerstorfi	3412	SosdianRosenthal09
DSDP607	61.900	1.522	1.67	2.30	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	62.100	1.526	1.84	2.54	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
ODP1088	17.590	1.534			Cibicidoides wuellerstorfi	2088	BillupsScheiderich10
ODP0806	35.670	1.546	1.20	1.50	Cibicidoides wuellerstorfi	2543	LearRosenthalWright03
ODP0806	35.670	1.546	1.49	1.54	Oridorsalis umbonatus	2543	LearRosenthalWright03
DSDP607	63.200	1.548	1.57	2.16	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	63.500	1.554	1.37	1.88	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	63.600	1.556	1.20	1.65	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	63.800	1.560	1.62	2.23	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	64.200	1.568	1.61	2.22	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	64.400	1.571	1.38	1.90	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	64.500	1.573	1.53	2.11	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	64.700	1.575	1.21	1.66	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	65.000	1.580	1.71	2.36	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	65.300	1.585	1.57	2.16	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	65.400	1.588	1.50	2.07	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	65.900	1.597	1.56	2.15	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	66.000	1.601	1.45	2.00	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
ODP0926	50.170	1.601	1.07	1.50	Cibicidoides wuellerstorfi	3616	LearRosenthalWright03
ODP0926	50.170	1.601	1.46	1.65	Oridorsalis umbonatus	3616	LearRosenthalWright03
ODP1088	18.340	1.602			Cibicidoides wuellerstorfi	2088	BillupsScheiderich10
DSDP607	66.200	1.605	1.48	2.04	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	66.500	1.612	1.71	2.36	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	66.600	1.615	1.49	2.05	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	66.800	1.619	1.41	1.94	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	66.900	1.622	1.59	2.19	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	67.100	1.626	1.41	1.94	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	67.200	1.630	1.29	1.77	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	67.400	1.634	1.63	2.25	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	67.500	1.638	1.67	2.30	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	67.700	1.642	1.50	2.07	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
ODP0747		1.644	0.96	1.07	Cibicidoides wuellerstorfi	1699	BillupsSchrag02
DSDP607	67.800	1.645	1.55	2.14	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
ODP1088	19.090	1.647			Cibicidoides wuellerstorfi	2088	BillupsScheiderich10
DSDP607	68.000	1.649	1.86	2.57	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	68.100	1.652	1.38	1.90	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	68.300	1.655	1.59	2.19	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	68.400	1.658	1.50	2.07	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	68.600	1.662	1.50	2.07	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
ODP0926	51.670	1.664	1.44	1.62	Oridorsalis umbonatus	3617	LearRosenthalWright03
DSDP607	68.700	1.665	1.40	1.93	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	68.900	1.668	1.55	2.14	Cibicidoides wuellerstorfi	3411	SosdianRosenthal09
DSDP607	69.000	1.671	1.48	2.04	Cibicidoides wuellerstorfi	3410	SosdianRosenthal09
DSDP607	69.200	1.675	1.61	2.22	Cibicidoides wuellerstorfi	3410	SosdianRosenthal09
DSDP607	69.300	1.678	1.65	2.28	Cibicidoides wuellerstorfi	3410	SosdianRosenthal09
DSDP607	69.500	1.681	1.71	2.36	Cibicidoides wuellerstorfi	3410	SosdianRosenthal09
DSDP607	69.600	1.685	1.78	2.46	Cibicidoides wuellerstorfi	3410	SosdianRosenthal09
DSDP607	69.800	1.689	1.74	2.40	Cibicidoides wuellerstorfi	3410	SosdianRosenthal09
DSDP607	69.900	1.694	1.88	2.60	Cibicidoides wuellerstorfi	3410	SosdianRosenthal09
ODP1088	19.840	1.699			Cibicidoides wuellerstorfi	2089	BillupsScheiderich10
DSDP607	70.100	1.699	1.38	1.90	Cibicidoides wuellerstorfi	3410	SosdianRosenthal09
DSDP607	70.200	1.708	1.30	1.79	Cibicidoides wuellerstorfi	3410	SosdianRosenthal09
DSDP607	70.400	1.717	1.29	1.77	Cibicidoides wuellerstorfi	3410	SosdianRosenthal09
DSDP607	70.500	1.727	1.32	1.81	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	70.700	1.735	1.67	2.30	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
ODP0757	10.900	1.736	2.07	2.30	Cibicidoides wuellerstorfi/Cibicidoides mundulus	1629	BillupsSchrag03
ODP0926	53.920	1.739	1.38	1.56	Oridorsalis umbonatus	3617	LearRosenthalWright03
DSDP607	70.800	1.744	1.41	1.94	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	71.100	1.754	1.31	1.80	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	71.300	1.757	1.44	1.98	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	71.400	1.759	1.56	2.15	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	73.200	1.779	1.39	1.91	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	73.400	1.782	1.54	2.12	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	73.500	1.784	1.62	2.23	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	73.700	1.786	1.29	1.77	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	73.800	1.788	1.35	1.86	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	74.000	1.791	1.48	2.04	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	74.100	1.794	1.26	1.73	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	74.300	1.798	1.19	1.63	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	74.400	1.803	1.86	2.57	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	74.600	1.807	1.66	2.29	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	74.700	1.812	1.55	2.14	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	74.900	1.817	1.67	2.30	Cibicidoides wuellerstorfi	3409	SosdianRosenthal09
DSDP607	75.200	1.833	1.42	1.95	Cibicidoides wuellerstorfi	3408	SosdianRosenthal09
DSDP607	75.300	1.842	1.60	2.21	Cibicidoides wuellerstorfi	3408	SosdianRosenthal09
DSDP607	75.500	1.848	1.53	2.11	Cibicidoides wuellerstorfi	3408	SosdianRosenthal09
ODP0747		1.850	1.09	1.25	Cibicidoides wuellerstorfi	1699	BillupsSchrag02
DSDP607	75.600	1.855	1.42	1.95	Cibicidoides wuellerstorfi	3408	SosdianRosenthal09
DSDP607	75.800	1.861	1.42	1.95	Cibicidoides wuellerstorfi	3408	SosdianRosenthal09
DSDP607	75.900	1.867	1.27	1.74	Cibicidoides wuellerstorfi	3408	SosdianRosenthal09
ODP1088	20.590	1.869			Cibicidoides wuellerstorfi	2088	BillupsScheiderich10
DSDP607	76.100	1.873	1.66	2.29	Cibicidoides wuellerstorfi	3408	SosdianRosenthal09
DSDP607	76.200	1.879	1.86	2.57	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	76.400	1.885	1.65	2.28	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	76.500	1.890	1.64	2.26	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
ODP0926	58.610	1.890	1.33	1.66	Cibicidoides mundulus	3619	LearRosenthalWright03
ODP0926	58.610	1.890	1.96	2.14	Oridorsalis umbonatus	3619	LearRosenthalWright03
DSDP607	76.700	1.896	1.58	2.18	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	76.800	1.901	1.71	2.36	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	77.000	1.906	1.63	2.25	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	77.100	1.911	1.85	2.56	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	77.300	1.915	1.59	2.19	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
ODP0806	44.660	1.924	1.51	1.56	Oridorsalis umbonatus	2548	LearRosenthalWright03
ODP0806	44.660	1.924	1.31	1.65	Cibicidoides wuellerstorfi	2548	LearRosenthalWright03
DSDP607	77.900	1.928	1.96	2.71	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	78.000	1.931	2.11	2.92	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	78.300	1.936	2.05	2.84	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	78.600	1.941	1.96	2.71	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	78.900	1.945	1.56	2.15	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	79.100	1.947	1.59	2.19	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	79.200	1.949	1.28	1.76	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	79.400	1.952	1.34	1.84	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	79.500	1.954	1.39	1.91	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	79.700	1.957	1.78	2.46	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	79.800	1.959	1.45	2.00	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	80.000	1.962	1.35	1.86	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	80.100	1.965	1.56	2.15	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	80.300	1.968	1.49	2.05	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	80.400	1.971	1.59	2.19	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	80.600	1.975	1.76	2.43	Cibicidoides wuellerstorfi	3407	SosdianRosenthal09
DSDP607	80.700	1.979	1.58	2.18	Cibicidoides wuellerstorfi	3406	SosdianRosenthal09
DSDP607	81.000	1.986	1.70	2.34	Cibicidoides wuellerstorfi	3406	SosdianRosenthal09
DSDP607	81.200	1.990	1.28	1.76	Cibicidoides wuellerstorfi	3406	SosdianRosenthal09
